names,labels,text,paths
972288_files.zip__concatenated,1.0,"Van:

  

 

Onderwerp: 2)a 2020 05 12 Concept MT RD notulen.docx
Datum: dinsdag 19 mei 2020 12:26:29

Bijlagen: 2)a 2020 05 12 Concept MT RD notulen.docx
Dag allen,

Hierbij zoals afgesproken de word-versie van het conceptverslag MT R&D van 12 mei.
Graag op-/en of aanmerkingen uiterlijk morgen.

Alvast hartelijk dank!

Met vriendelijke groet,

Gemeente Amsterdam
Ruimte en Duurzaamheid

Weesperplein 8 | 1018 XA Amsterdam | @ensterdam.nl | o6
",../images/1.0/972288_files.zip__concatenated_p_168.jpg
970212_verzonden_mails.zip__concatenated,1.0,"From: Jonge, Dave de

Sent: Tue, 12 May 2020 07:01:52 +0000

To: I

Cc: DRR @ odnzkg.n!)

Subject: RE: Opmerking op concept-rapport luchtmeetnet IJmond
Hi NEEE,

Dank voor je pdf met opmerkingen en onderstaande vraag.
We zullen ze straks meenemen in de bespreking en wellicht spreken we je dan ook nog.

Met vriendelijke groeten,

Dave de Jonge
Senior Projectleider
LO/Luchtkwaliteit

GGD Amsterdam

T 020 555 5030

Skype: davedej
Twitter.com/luchtkwaliteit
Luchtmeetnet.nl/amsterdam
ddjonge@ggd.amsterdam.nl

 

 

 

Bezoekadres:
Nieuwe Achtergracht 100
1018WT Amsterdam

Postadres:
Postbus 2200
1000AC Amsterdam

Van: HEH mailto: HE @no0o0rd-holland.nl]
Verzonden: maandag 11 mei 2020 15:54
Aan: Jonge, Dave de

cc: BRNNE@odnzkg.n!)

Onderwerp: Opmerking op concept-rapport luchtmeetnet IJmond

Hallo Dave,

Nog een opmerking voor morgen:

Over SO2 staat in de conclusie: Een /ange termijn trendanalyse van 2009 tot en met 2019 toont op
nagenoeg alle locaties voor de meeste stoffen een afname. Uitzonderingen zijn de H2S

jaargemiddeldeconcentratie in Wijk aan Zee en IJmuiden en de SO2 jaargemiddeldeconcentratie in Wijk
aan Zee.
",../images/1.0/970212_verzonden_mails.zip__concatenated_p_022.jpg
Wob-besluit-subsidieverstrekking-Vitaal-Sportpark-Zuidveen-en-Beweegpark-Hanzepark.html__concatenated,1.0,"ACTIVITEITEN en UITGAVEN PLANNING

2018

aanleg nieuwe put voor beregening velden

2019

aanleg beveiligingcamera's
aanleg obstaclebaan

aanleg beweegtuin

inzet activiteitenbegeleiders
verenigingscoach

machines en onderhoud
communicatie

2020

verbetering sportvelden
aanleg speelvelden
verenigingscoach

inzet activiteitenbegeleiders
overig

5000

12500
25000
25000
6000
10000
5000
3000

30000
10000
10000
6000
5000

0000000014
",../images/1.0/Wob-besluit-subsidieverstrekking-Vitaal-Sportpark-Zuidveen-en-Beweegpark-Hanzepark.html__concatenated_p_033.jpg
Eerste-deelbesluit-Wob-verzoek-herindeling-Scherpenzeel__concatenated,1.0,"Concept-plan van aanpak onderzoek en
afweging varianten bestuurskracht Scherpenzeel

Presentatie t.b.v. overleg met College B&W Barneveld
dd. 21 september 2020

0000000028
",../images/1.0/Eerste-deelbesluit-Wob-verzoek-herindeling-Scherpenzeel__concatenated_p_14.jpg
890726__concatenated,1.0,"Gemeente
Amsterdam

x

x Versie 24-05-2017

 

 

 
",../images/1.0/890726__concatenated_p_100.jpg
967346_files.zip__concatenated,1.0,"Gemeente
Amsterdam

x Genodigden kick-off bijeenkomst participatie Osdorpplein 29 september 2020

Let op: dit betreft een voorlopige lijst die nog niet compleet is!
Uitgangspunt een evenwichtige verdeling van voorstanders en tegenstanders maar ook naar doelgroep

Organisatie

1 Marieke van Doorninck Wethouder Ruimtelijke Ordening

2. Touria Meliani Wethouder Kunst & Cultuur

3. Ronald Mauer Dagelijks bestuur Nieuw-West

4 10.2.e Ambtelijk opdrachtgever Nieuw-West

5 10.2.e Projectmanager vernieuwing Osdorpplein
6. 10.2.e Projectmanager vernieuwing Osdorpplein
7. 10.2.e Projectmanager Meervaart

8. 10.2.e Communicatie/Participatie

9. 10.2.e Winkelstraatmanager Osdorpplein

10. 10.2.e Voorzitter en gespreksleider

Voorlopige longlist deelnemers (streven selectie max. 20)

1 10.2.e Meervaart, directeur Voor
2. 10.2.e Meervaart, programmamaker Voor
3. 10.2.e BIZ, voorzitter Voor
4 10.2.e Lebo Vastgoed Voor
5. 10.2.e Kronenberg Voor
6. 10.2.e MRPD Voor
7. 10.2.e Eigen Haard , directeur ontwikkeling Voor
8. 10.2.e Columnist Parool, Oud-Osdorpbewoner, Voor
Liefhebber Meervaart, deelnemer participatie
Locaties
9. 10.2.e Columnist Volkskrant, buurtbewoner Tegen
10. Nice Nieuw West ?
11. 10.2.e Data-analist, item AT5/NU.nl Tegen
12. 10.2.e Directeur OBA Voor?
13. Techgrounds?
14. 10.2.e Vrienden Sloterplas Tegen
15. 10.2.e Initiatiefnemer petitie Tegen
16. 10.2.e Bezorgde bewoner, deelnemer participatie Tegen
17. Voorzitter WE's Anslijnflat Tegen?
18. Voorzitter VVE's Torenwijk Voor?

19. Daarnaast ook bezoekers van de Meervaart.

20. Een vertegenwoordiging van jongerenorganisaties van Nieuw West.

21. Een vertegenwoordiging als het gaat om ""Makers"".

22. 10.2.e Stedenbouwkundige Neutraal
",../images/1.0/967346_files.zip__concatenated_p_420.jpg
969284_mails_incl_bijlagen_2.zip__concatenated,1.0," 

Van: —

Verzonden: vrijdag 11 september 2020 08:46
Aan: K e .
|

Onderwerp: Technisch advies Grimburgwal
Bijlagen: Attachments.html

Klik hier om bijlagen te downloaden.

Collega's,

Bijgaand het technisch advies voor de Grimburgwal in concept. Jullie kunnen dit advies delen met de
UVA.

Ik zal het advies vandaag ook vast aan het voorportaal sturen. Het zou mooi zijn als daar gelijk een start
kan worden gemaakt met de voorbereiding van het integrale advies en de BBM.

Als jullie naar aanleiding van het advies vragen hebben, weten jullie ons te vinden!

Groeten,

Technisch Manager
Bruggen en kademuren

Gemeente Amsterdam

T N °
D

www.amsterdam.nl/bruggenkademuren
",../images/1.0/969284_mails_incl_bijlagen_2.zip__concatenated_p_891.jpg
Beslissing-op-Wob-verzoek-Rhederhof-deelbesluit-1.html__concatenated,1.0,"ONTVANGEN 21 AU6. 2014 KuiperArnhem

Bouw en Ontwikkeling

KuiperVastgoed Arnhnem B.V.

Westervoortsedijk 95a
6827 AW Arnhem
Rijksdienst voor Ondernemend Nederland

Postbus 48

Tav. 6800 AA Arnhem

Team Natuur

Postbus 19530 Tel: 026 - 443 02 43

2500 CM DEN HAAG Fax: 026 - 44356 16
www.kuiperarnhem.nl
KvK Centr.gld 09044760
BTW: NLO04591318B03

betreft : Aanvraagnummer FF/75C/2014/0173

project : 10701 — Rhederhof te Rheden

ons kenmerk : IDV1400004/BM/MV

datum : 20 augustus 2014

Geachte

Op 22 juli jl. heeft u ons per brief met bovenstaande referentie verzocht om aanvullingen op de
aangevraagde ontheffing. Op 11 augustus jl. heeft u ons hiervan een rappel gestuurd en daarin
aangegeven dat u de aanvraag buiten behandeling stelt indien de gevraagde aanvullingen niet vóór
25 augustus 2014 zijn verstrekt.

Wij hebben beide brieven in verband met de bouwvak echter pas maandag 18 augustus jl.
ontvangen. Binnen een week een inhoudelijke reactie geven is in deze vakantieperiode echter niet
mogelijk. Dinsdag 19 augustus jl. heb ik hierover telefonisch contact gehad met uw collega N

Hij gaf als oplossing hiervoor aan om per post een verzoek om uitstel aan te vragen
en daarbij aan te geven wanneer wij wel e.e.a. kunnen aanleveren.

Hierbij verzoek ik u om uitstel van de gestelde termijn met 3 weken. Uiterlijk maandag
8 september 2014 zullen wij de gevraagde aanvullingen in 2-voud per post aanleveren.

Wij vertrouwen erop u hiermee naar genoegen te hebben geïnformeerd.

Met vriendelijke groet,
namens KuiperVastgoed Arnhem B.V.

W

OPSPLITSEN

KuiperBouw B.V. is een ISO 9001 en VCA gecertificeerde, zelfstandige dochtervennootschap van KuiperBouwgroep B.V

KuiperBouwgroep B.V. maakt tezamen met de zelfstandige vennootschap KuiperVastgoed Arnhem B.V deel uitvan KuiperArnhem Bouw en Ontwikkeling B.V

E 0000000236

",../images/1.0/Beslissing-op-Wob-verzoek-Rhederhof-deelbesluit-1.html__concatenated_p_0435.jpg
969284_mails_incl_bijlagen_4_1.zip__concatenated,1.0," 

 

X X X

Gemeente Bezoekadres

Weesperstraat 430

Amste rdam 1018 DN Amsterdam

Postbus 12693

1100 AR Amsterdam

Telefoon 14 020
amserdam.nl/ingenieursbureau

Grimburgwal
Besluit Beheersmaatregelen (BBM)

 

 

Aan |
va n
Opgestelddoor
Kopie aan Advies Veiligheid, Monitoring, Omgevingsmanagement, Vernieuwing, Interventie &
Preventie, Programmering, Stedelijk Beheer, Stadswerken, Communicatie
Datum 17 september 2020
Ons kenmerk UVA Gimburgwal-BBM-20200918-D
Bijlage(n) Geen
V 'jgegey [d[e|]
Iem n Pf Dm
M N … e 18-09-2020
Inleiding

De kadelangs het UvA-terreintegenover de Grimburgwal isgedeeltelijk bezweken. De foto's en
filmpjes vanhet instorten duiden op een combinat ie van onderstaande bezwijkmechanismen,
namelijk horizontale verplaat sing en kantelen. Daarbij hebben constructieve degenerat ie,
schades, waterbodemverdieping, opbouw van grondspanning en hogereterreinbelastingen
vermoedelijk een aandrijvende rol gespeeld. Op pagina 3en 4 zijn foto's opgenomen van het
bezwijken van de kade.

 

 

 

Bezwijkmechanisme 4:
1 l ing van de

wand constractie
ICCT
= EN = = N
h E 4 n n 4
LH T 1
LT IT
I L
L ILI T
LU T
LL ILI T
/ T

Figuur 1 overzicht bezwijkmechanismen

 

Bezwijkmechanisme 3: Bezwijkmechanisme 7:
Kantelen van het Constructief bezwijken van de vloer

Bezwijkmechanisme 9:
k van de

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

De beoordeling is uitgevoerd op basis van de beschikbare dat a. Er lopen nog verschillende
onderzoeken. De resultaten kunnen nieuwe inzichten geven. Het is noodzaak zo snel mogelijk
verdere uitspoeling en schade tegen te gaan. Een tijdelijke noodconstructie moet worden
aangebracht.

Het Ingenieursbureau isbereikbaar met metro 51, 53en 54 of met tramlijn 1, 7 en 19, halte Weesperplein.
Een routebeschrijving vindt uop www.amsterdam.nl/ingenieursbureau
",../images/1.0/969284_mails_incl_bijlagen_4_1.zip__concatenated_p_285.jpg
964126_files.zip__concatenated,1.0,"_—_—

Van: E

Verzonden: maandag 27 november 2017 17:23

Aan: n

Onderwerp: Re: tussentijdse update project Lijnbaansgracht
Beste G

Je vroeg mij naar wie is waarvoor verantwoordelijk. Zojuist doorgekregen dat de eigenaar van het hotel verantwoordelijk
is voor de kade. Hij is namelijk eigenaar van het perceel en daarmee ook van alle bouwwerken daarop en aan.

Ik stuur ie morgen de gegevens die ik ontvangen heb.

Groet, G

Verstuurd vanaf mijn mobiele telefoon

Op 27 nov. 2017 om 09:55 heef G t 01 e

geschreven:

Dag G
Wij hebben vorige week met elkaar om de tafel gezeten en nu wordt duidelijk dat antwoord geven op de
vraag niet heel eenvoudig wordt. Wij hadden gezegd dat wij woensdag met een advies zouden komen.
Dit wordt lastig maar niet onmogelijk.
Wij lopen tegen het volgende aan:

- _ Van de kademuren is zo goed als niets aan archieftekeningen te vinden.

- _ Hetrapport die wij van jou gekregen hebben is niet concreet genoeg om daar een solid advies

op af te kunnen stemmen.

Ik zocht jou net even op maar ik kon je niet vinden. Ik wilde het hier even over hebben. Een mogelijke
oplossing is een sonaronderzoek. Samen meì._qa ik nu uitzoeken of dit samen met het
duikonderzoek voldoende is om een goed advies te kunnen schrijven.
Met viendelijke groet,
r
Technisch adviseur walmurenteam
Ingenieursbureau
Gemeente Amsterdam
",../images/1.0/964126_files.zip__concatenated_p_227.jpg
969284_mails_incl_bijlagen_2.zip__concatenated,1.0," 

Van: n

Verzonden: dinsdag 1 september 2020 16:12
Aan: KE N
CC: |

Onderwerp: RE: lees even me als je wil

De oorzaak van de sinkhole is de oorzaak van de verzakking. En dat zit in de aansluiting tussen de
hemelwaterafvoer en de rioolaansluiting begrijp ik.

Groet, B

Gemeente Amsterdam

""

van:

Verzonden: dinsdag 1 september 2020 16:04

ran: E N .
cc:

Onderwerp: FW: lees even me als je wil

Ook voor jullie!

Hoofd communicatie Programma Bruggen en Kademuren

Gemeente Amsterdam
Verkeer en Openbare Ruimte

E
v

W www.amsterdam.nl/bruggenkademuren

 

T @AmsterdamNL
L http://nl.linkedin.com/in/jiskabours

 

 
 

-------- Oorspronkelijk bericht --------

Van:"" N

 

Datum: 01-09-2020 15:48 (GMT+01:00)

 
",../images/1.0/969284_mails_incl_bijlagen_2.zip__concatenated_p_045.jpg
Wob-besluit-zienswijzen-ontwerp-Natuurbeheerplan-2022-2021-011689.html__concatenated,1.0,"'t Medler | LESA

Beheertypenkaart 2022 | definitieve versie

+ di

AE

G UE ”
210316 Medler LESA beheertypenkaart

LESA
_ Nat schraalland

Z Kruiden- en faunarijk grasland
Struweelhaag “ legger huidig

E= Droag schraalland — legger secundair
m Dennen-, eiken-, en beukenbos T legger verondiepen
ES Rivier-en beekbegeleidend bos — aanvoer

T secundair
_ tertiair
rabatten

J

==Vochtig hooiland — gracht

m Haagbeuken-en essenbos ““ gracht afvoer

- Kruiden-en faunarijke akker gracht afvoer historisch

Watersysteem t Medler … greppels dempen
legger dempen

“ primair

DI informatie een fout bevat of niet meer actueel is. Er

Schaal: 1:3000 (op A0-formaat)
Medewerker WRIJ: N

N

. laatst gewijzigd op 17-03-2021 13:42
Waterschap Rijn en Issel gaat zorgvuldig om met
data. Toch kan het voorkomen dat de hier getoonde

10 Er]

kunnen daarom geen rechten worden ontleend aan
deze informatie.

Waterschap @ Rijn en IJssel

WATERBEHEER: VEILIG EN OP MAAT

0000000110
",../images/1.0/Wob-besluit-zienswijzen-ontwerp-Natuurbeheerplan-2022-2021-011689.html__concatenated_p_099.jpg
Wob-besluit-planschade-windparken-2021-002217.html__concatenated,1.0,"_ AANVRAAGFORMULIER TEGEMOETKOMING IN PLANSCHADE -

GEMEENTE ZEVENAAR|

Aanvraag | 1 AU6. 2020
Naam en voorletters — INGEKOMEN
Adres n
Postcode - Plaats -
Telefoonnummer 06_

E-mailadres e o
Bankrekeningnumme_

Is eigenaar / huuuder /+paskter* van het object

Eventuele mede-eigenaar

Naam en voorletters nvt
Adres
Postcode Plaats

Telefoonnummer

E-mailadres

Eventuele gemachtigde 1)

Naam en voorletters nvt

Adres

Postcode Plaats
Telefoonnummer

E-mailadres

1. Maatregel die volgens u de schade heeft veroorzaakt of zal veroorzaken: 2)

| Bepaling(en) van inpassingsplan, exclusief wijzigingsbevoegdheid, uitwerkingsplicht, nadere eis of
binnenpianse afwijkingsbevoegdheid, zolang daaraan geen toepassing is gegeven.
Naam inpassingsplan Inpassingsplan Windpark Bijvanck
Datum en zaaknr. GS-beslissing 24-5-2017 / 2012-0“

O Een door Gedeputeerde Staten (GS) verleende omgevingsvergunning voor een project van provinciaal

belang waarbij met toepassing van artikel 2.12, eerste lid, onder a, onder 3%, van de Wet algemene
bepalingen omgevingsrecht van het bestemmingsplan wordt afgeweken.

Naam project

Datum en zaaknr. GS-beslissing

1) machtiging overleggen

2) aankruisen wat van toepassing is en vraag invullen

versie 1, 8 oktober 2012

41870585
",../images/1.0/Wob-besluit-planschade-windparken-2021-002217.html__concatenated_p_541.jpg
Wob-besluit-inzake-SKP-2022-000108.html__concatenated,1.0,"Parenco B.V. KBN2-metingen K62 —
april 2013

Metingen in het kader van de vergunning

19 september 2013
",../images/1.0/Wob-besluit-inzake-SKP-2022-000108.html__concatenated_p_0082.jpg
963729_files.zip__concatenated,1.0," 

Van:
Verzonden:
Aan:

CC:

Doant

dinsdag 8 oktober 2019 14:33

 

 

 
",../images/1.0/963729_files.zip__concatenated_p_198.jpg
969284_mails_incl_bijlagen_7.zip__concatenated,1.0," 

1 ZL LL ! OL _ 6 | f 8 L ! k < a £ Z L

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

GuIAIG [PuOISs3J01d l
Gusaau6ug AI
uapul] YT SE
eg, 6ampjooH °“ m HUI…1- Ĳ mm
H _ vanabab{sA
_
44ee40IISI4 — _
6 Euuaya1 317 ees
: buluaya4al2adsu| e .
Ll 070Z-60-70 unjeparsaA
_‚_ M g 3149
4[imuaays ueA e e
wepJajswuy JembunqwiJn Buljsojsur as{jeue YgI TOIZOd07 | w
zodoz | zwunaaloid
D 0 piewJ4aA sJapue [lzuay
7 ‘WW UI SJ3}3WeIg
""uanebjn apaanL |0207-6060 9 dEN ""ES R 14 RW
vaneB]n 315333 | 0Z0Z=60-70 v w UI UB4eWIEEIJBJEN
'SJB;3W UI UBJey
Bunfuy3swo wnieg | Gu6rzim
aa sapey3s …
, epuaba7 ""ishle 1aw
uen|s 8} Je uepÍiz epieq uey/
UZAeYPUeH (WEG'96-E%7'18] S 'WSZ ]Ö|OA |alyo1d ue a}6ue1
‘ue|eyod-Zy
UAeYpUey {2IN (WE+'|8 - 99) 4 'W 0Z'0+dVN eplizuerog
L p:apliuaA p199104u0986 £ [Peg ‘9PE Spueejseg
uaAeypuey 3U ‘uajJojsur do oisIJ 4booyJaA (W 99 - (8'ES) € Jn w z do puemwep ueppIN m
enons]suoospieuÊijlen puemweg
UZ BPeysS ( 08€S - 06EZ) z 's}ou9s 9Jopue do sjedwa}s us uebupJ09
‘09,983H
3 uBAeYpUey {2IN (W Q6'EZ - 0) L ®_HQ_._‚_HWCOOWU_ÜF_Q___Ü> H®E C-®LL®H aC_H_.—Ü_‚_C_ Jew usxJ9]sJ9A 9} S]y994 0.23w .w‚__._>.
09°0+ 10} O7'0+dVN UEA Ieg aÌsuerog
uaAeypueH (WQ - E£'6-) 0 'dVN 10} 0Z‘0-dVN UEA 3Ieg 87s19puO
alasapeyIs W Op'0-dVN PUE]s:9JeM|
Ë ""OvZdNN UI p1ee]uoweÊ 09 ,,00Z|
E ‘uÍlua3em ap J9puo WO OL = 6 5 T1
L 10} pInaaôuee 110m 31/aapa6 a6uean0 J9H z apeeqxelBoou 9qozy Buip:oB eregand
enonnsuoopieuÊ||leA ap UE Jnnpsuene| ep epueJnpeÊ
u9>104}U0 }P10M ZW 48 = paa:q W z ue Êue| W Z
u9Jem 1eyueddo p‚epuIlwJaA xlijep(iL |
a _H 00Z : | IWVH)S

 

 

DNINIMILIILVNLIS
JBMB4nqwIJn

\
/ e LZ !
\ Ie _

 

 

 

 

 

 

 

 

 

 

[uereupueu epensnjeq 3ew apey|

 

 

 

 

1Und 0

 

 

 

 

 

 

 

 

 

 

 

 

 

uopeuden £

       

 

 

 

Buimna1wen 10} uaBej1aA WO
09 ,uepede: uessny, palqe9

 

 

 

 

 

[[ puemwep 103 ueBuepen 9 “eu pueeiseg|

seuie 9U 19U [0]
uauuId | usyng |

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

L l 9 g | v | £ | Z L

 

 

 
",../images/1.0/969284_mails_incl_bijlagen_7.zip__concatenated_p_269.jpg
969443_bijlagen_3.zip__concatenated,1.0,"Van: E
LTT

  

Aan:

Cc: T

Onderwerp: Re: Borden bij voetbalkooien
Datum: woensdag 24 april 2019 10:23:07

 

Handhaving zal ik hierover informeren. APV technisch is het ietwat lastig handhaven overigens. Het staat er
niet specifiek in, wel overlast wordt genoemd en kan daaronder vallen.

Wel heel goed om dit aan te geven inderdaad.

Groetjes

> Op 24 apr. 2019 om 09:53 heeﬁ_ - -amsterdam.lll> het volgende geschreven:

>

> H

>
>_ van jeugd en veiligheid weet hier van, zij was bij de afspmak_ is het nodig om handhaving
nog apart te attenderen?

>

> Met vriendelijke groet,

>

mm
e

> Gemeente Amsterdam

> Werkdagen: ma. tot en met donderdag
> Tel mobiel:
> E-mail:
>

> -- Oorspronkelijk bericht-----
> Van:
> Verzonden: woensdag 24 april 2019 08:41
> Aan:
> Onderwerp: RE: Borden bij voetbalkooien

>

> Hai,

> Is dit ook afgestemd met handhaving en veiligheid?

> Ik wil voorkomen dat er straks weer wijzingen moeten komen omdat bijv. Handhaving aangeeft hier niet op te
kunnen handhaven

>

> — - Oorspronkelijk bericht-----

> vr: B

> Verzonden: woensdag 24 april 2019 08:36

> Aan:

> Onderwerp: Re: Borden bij voetbalkooien

>

> Hoi

> Helemaal geen versterkte muziek, lijkt me de beste optie hier. Dank alvast!

> Groet.
>

> Verstuurd vanaf mijn iPhone

>

>> Op 24 apr. 2019 om 07:09 heeﬁ_ - -amsterdam.nl> het volgende geschreven:
>>

>> Hallo
>> Helemaal geen versterkte muziek of na een bepaald tijdstip?
>>

>> - -Oorspronkelijk bericht-----

>> Van:
>> Verzonden: dinsdag 23 april 2019 16:36

* 2

  
  

amsterdam

 

 

 

 
",../images/1.0/969443_bijlagen_3.zip__concatenated_p_136.jpg
Wob-besluit-planschade-windparken-2021-002217.html__concatenated,1.0,"ZEVEN

Provincie Gelderland
Postbus [gog0
6800 GX ARNHEM

datum 20 maart 2019

zaaknummer Z/19/327638 /UIT/19/890063

onderwerp Planschadeverzoek (inpassingsplan) Windmolenpark Bijvanck
contactpersoon

Beste meneer, mevrouw,

Op 12 maart 2019 heeft de gemeente een aanvraag tegemoetkoming planschade met betrekking tot het
provinciaal inpassingsplan Windpark Bijvanck, NL.IMRO.9925.WindparkBijvanck-VST1, ontvangen. Op
ikel2.3 Algemene wet bestuursrecht stuur ik u deze aanvraag ter verdere behandeling.

werker ruimtelijke ordening

): aanvraagformulier tegemoetkoming planschade -

Kerkstraat 27 # Postbus10 + 6900 AA Zevenaar + (0316) 595111 # gemeente@zevenaar.nl # www.zevenaar.nl
220319Batch404
41870155
",../images/1.0/Wob-besluit-planschade-windparken-2021-002217.html__concatenated_p_223.jpg
967331_files.zip__concatenated,1.0,"x

Gemeente
Amsterdam

x Nieuw-West

Aan:

Agenda Stuurgroep overleg

De nieuwe Meervaart

Stuurgroep de nieuwe Meervaart

Vergadering: Dinsdag 7 april 2020. 17.00 —18.00 uur

Locatie:

ZOOM (uitnodiging wordt gezonden)

croigder:

E
Voorzitter

In de cc

Stukken zijn simultaan naar Raad van Toezicht MV gezonden.

Opening en mededelingen.

° N e i stworgroep

Punten uit het voorgaande overleg

e Hoe moeten we de verschillende geschetste varianten lezen — bijlage 1

e Iseentijdspad van 5 — 6 jaar realistisch? — bijlage 2

e  Zijn kosten realistisch? — bijlage 2

e Watzijn mogelijke vervolgstappen en knopen we niet te veel aan elkaar? bijlage 2

Bezoek Wethouders aan de MV en de locatie 6 maart 2020

Kort verslag uitbrengen

Visiedocument de Meervaart N - bijlage 3
",../images/1.0/967331_files.zip__concatenated_p_074.jpg
964126_files.zip__concatenated,1.0,"_—_—

Van: C
Verzonden: woensdag 16 januari 2019 11:52

Aan: n

cc: —

Onderwerp: RE: offerte kademuur Ljinbaansgracht

Bijlagen: 2718-0179-001 offerte 16jan2019.pdf

Beste GB

Hierbij onze aangepaste offerte, uitgaande van 2 funderingsinspecties mbv de inzet van pontons.
Ik ga er vanuit dat deze voldoet aan de verwachtingen.

Qua planning is het helaas ons niet gelukt deze naar voren te halen, dit blijft dus week 8.

En als er verder nog vragen zijn, neem gerust contact met ons op.

Graag uiterlijk eind deze week jullie akkoord, zodat we volgende week reeds a/d slag kunnen en de rest ook
definitief kunnen regelen/ inkopen.

bvd

Met vriendelijke groet,

n
C : e de ngsondezoek

T

C | 270 cm

Fugro NL Land B.V.

Zekeringstraat 414, 1014 BV Amsterdam | Postbus 20655, 1001 NR Amsterdam, Nederland
C

 

Frrom: G
Sent: dinsdag 15 januari 2019 17:29

To:
cc:

Subject: offerte kademuur Ljinbaansgracht

Beste G

We hebben net wat meer tijd nodig dan gedacht, echter uiterlijk morgenochtend ontvang je onze aanbieding.
Fijne avond!

Met vriendelijke groet,

E
C /2 26 nderingsonderzoek

CE | 0 c

 
",../images/1.0/964126_files.zip__concatenated_p_085.jpg
970022_files.zip__concatenated,1.0,"Van: L

 

Verzonden: woensdag 28 augustus 2019 12:45
Aan:
Onderwerp: RE: advies over het wijzigen van een bestaand terras. 1 c Huygensstraat 7-9

Woon en leefklimaat ??
Bepalen wij niet. als er een terras komt kijken wij alleen naar afmetingen stem ook maar is best lastig

Van:

Verzonden: woensdag 28 augustus 2019 12:38

Aan:

Onderwerp: RE: advies over het wijzigen van een bestaand terras. 1 c Huygensstraat 7-9

Hallo -

Woon een leefklimaat ook goed?

(als k er langs fiets zitten er altijd wel mensen. Verderop in de straat Bosboom Toissant 26, Cafe Toissant: dat terras is
groter)

an:

Verzonden: woensdag 28 augustus 2019 12:27
Aan:

Onderwerp: RE: advies over het wijzigen van een bestaand terras. 1 c Huygensstraat 7-9

Hoi

Als het past en mogelijk is dan is het geen probleem. Wij hebben in het verleden geen aanschrijvingen gedaan over het
terras.

Allen nu 1 i.v.m. uitbreiding terras daardoor is er een aanvraag binnen gekomen.

“

Van: —

Verzonden: woensdag 28 augustus 2019 11:40
Aan:
Onderwerp: advies over het wijzigen van een bestaand terras. 1 c Huygensstraat 7-9

Beste collega,
Graag advies over de aanvraag van het wijzigen van een bestaand terras.
verkeersveiligheid;
e hetwoon-en leefklimaat

e het meest doelmatige gebruik van de openbare ruimte
e  toezicht op het terras vanuit de horecazaak.

Vr.grt,
",../images/1.0/970022_files.zip__concatenated_p_050.jpg
Wob-besluit-herindeling-Scherpenzeel-2e-tranche.html__concatenated,1.0,"To:
@gelderland.nl]

@gelderland.nl]_@kokshoorn.nl]_
From:

Sent: Wed 11/11/2020 2:46:46 PM

Subject: FW: Doorst: reactie open brief van gemeente Scherpenzeel aan Bameveld Inhoud document.pdf
Received: Wed 11/11/2020 2:47:59 PM

Document 1152602 reactie open brief van gemeente Scherpenzeel aan Barneveld Inhoud document.pdf

TK - graag in Docbase opslaan en ook de open brief die Scherpenzeel stuurde, dank.

Var e e .""

Verzonden: woensdag 11 november 2020 15:07

A © > "" e > z e >

Onderwerp: Doorst: reactie open brief van gemeente Scherpenzeel aan Barneveld Inhoud document.pdf
Ter info.

Van: barneveld.nl>

Datum: 11 november 2020 om 14:09:14 CET
Aan: Raadsleden W@:=""neveld.nl>, raadscommissieleden —…>-
barneveld.nl>
CC: College barneveld.nl>, barneveld.nl>
Onderwerp: reactie open brief van gemeente Scherpenzeel aan Barneveld Inhoud document.pdf
Geachte raads(commissie)leden,
Hierbij stuur ik u ter kennisneming de brief van B&W aan B&W van Scherpenzeel, als reactie op haar Open brief aan de inwoners
en het gemeentebestuur van Barneveld.
De brief wordt op de Lijst van ingekomen stukken voor de raad van 9 december 2020 gezet,
Met vriendelijke groet,

afdeling Bestuur & Dienstverlening

te!. (0342

Deze e-mail en eventuele bijlage(n) zijn alleen bestemd voor de geadresseerde. Als u dit bericht
onbedoeld heeft ontvangen verzoeken wij u het te vernietigen en de afzender hierover te
informeren. Het is niet toegestaan om een bericht of bijlage die niet voor u bestemd is te
vermenigvuldigen, openbaar te maken dan wel te verspreiden.

0000000052
",../images/1.0/Wob-besluit-herindeling-Scherpenzeel-2e-tranche.html__concatenated_p_025.jpg
